name,product_code,brand,category,subcategory,family,reviews,rating,url_image,internet_price,normal_price,seller,url_product,price_diff_%,relation_batch,clarity_flag_batch,suggested_description_batch
Bikini Mujer Sybilla,883208815,SYBILLA,Moda y accesorios,Mujer,Moda Mujer,1,4.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883208815_1/w=800,h=800,fit=pad",59.89,99.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883208811/Bikini-Mujer-Sybilla/883208815,40.05005005005005,True,no,Descripción adecuada
Lentes De Sol Doo Australia,883215247,DOO AUSTRALIA,Moda y accesorios,Mujer,Accesorios,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883215247_1/w=800,h=800,fit=pad",44.89,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883215244/Lentes-De-Sol-Doo-Australia/883215247,35.779685264663804,True,no,Descripción adecuada
Calzón De Bikini Mujer Basement,883174126,BASEMENT,Moda y accesorios,Mujer,Moda Mujer,10,4.7,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883174126_1/w=800,h=800,fit=pad",29.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883174124/Calzon-De-Bikini-Mujer-Basement/883174126,50.100166944908175,True,no,Descripción adecuada
Pareo Dama Pas100v25s Sybilla,883217150,SYBILLA,Moda y accesorios,Mujer,Moda Mujer,11,4.9091,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883217150_1/w=800,h=800,fit=pad",34.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883217147/Pareo-Dama-Pas100v25s-Sybilla/883217150,41.75292153589315,True,no,Descripción adecuada
Traje De Baño Niño Doo Australia,883223325,DOO AUSTRALIA,Niños y Juguetería,Moda Infantil,Ropa de niños,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883223325_1/w=800,h=800,fit=pad",39.89,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883223324/Traje-De-Bano-Nino-Doo-Australia/883223325,42.93276108726753,True,no,Descripción adecuada
Bikini Mujer Doo Australia,883208021,DOO AUSTRALIA,Moda y accesorios,Mujer,Moda Mujer,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883208021_1/w=800,h=800,fit=pad",89.9,129.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883208018/Bikini-Mujer-Doo-Australia/883208021,30.792917628945343,True,no,Descripción adecuada
Protector Solar Anti-arrugas Anthelios Age Correct con Color FPS 50 50ml,18960894,LA ROCHE POSAY,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del rostro,81,4.7531,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/18960894_1/w=800,h=800,fit=pad",139.9,139.9,falabella,https://www.falabella.com.pe/falabella-pe/product/18960894/Protector-Solar-Anti-arrugas-Anthelios-Age-Correct-con-Color-FPS-50-50ml/18960894,0.0,True,no,Descripción adecuada
Calzón De Bikini Mujer Womens Secret,20547043,WOMEN SECRET,Moda y accesorios,Mujer,Moda Mujer,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20547043_1/w=800,h=800,fit=pad",59.89,99.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20547042/Calzon-De-Bikini-Mujer-Womens-Secret/20547043,40.05005005005005,True,no,Descripción adecuada
Toalla de Playa Infantil Mickey 100% Algodón 70x140cm,20509312,DISNEY,Jardín y terraza,"Piscinas, spa e inflables",Toallas de Playa,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20509312_1/w=800,h=800,fit=pad",29.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20509312/Toalla-de-Playa-Infantil-Mickey-100-Algodon-70x140cm/20509312,57.22460658082976,True,no,Descripción adecuada
Bolso Mujer Basement,883211933,BASEMENT,Moda y accesorios,Mujer,Accesorios,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883211933_1/w=800,h=800,fit=pad",69.9,139.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883211932/Bolso-Mujer-Basement/883211933,50.03573981415297,True,no,Descripción adecuada
Bikini Mujer Denimlab,883163138,DENIMLAB,Moda y accesorios,Mujer,Moda Mujer,9,4.7778,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883163138_1/w=800,h=800,fit=pad",59.89,119.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883163135/Bikini-Mujer-Denimlab/883163138,50.05004170141785,True,no,Descripción adecuada
Colchoneta Transparente Deluxe Bestway,19472876,BESTWAY,Niños y Juguetería,Juguetería,Juegos de exterior,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/19472876_1/w=800,h=800,fit=pad",14.3,17.9,falabella,https://www.falabella.com.pe/falabella-pe/product/19472876/Colchoneta-Transparente-Deluxe-Bestway/19472876,20.11173184357541,True,no,Descripción adecuada
Toalla de Playa Poncho Stitch 100% Algodón Disney,883168107,DISNEY,Jardín y terraza,"Piscinas, spa e inflables",Toallas de Playa,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883168107_1/w=800,h=800,fit=pad",29.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883168107/Toalla-de-Playa-Poncho-Stitch-100-Algodon-Disney/883168107,57.22460658082976,True,no,Descripción adecuada
Lentes De Buceo Princesas,883236068,BESTWAY,Jardín y terraza,"Piscinas, spa e inflables",Inflables y juegos para piscina,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883236068_1/w=800,h=800,fit=pad",9.9,14.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883236068/Lentes-De-Buceo-Princesas/883236068,33.557046979865774,True,no,Descripción adecuada
Fp Magic Ped Fusion Water 50,20654834,ISDIN,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del rostro,5,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20654834_1/w=800,h=800,fit=pad",104.9,124.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20654834/Fp-Magic-Ped-Fusion-Water-50/20654834,16.01281024819856,True,si,Protector Solar Facial Magic Ped Fusion Water SPF 50
Juguete Set Balde Playa Sapo,883231579,HONG YUAN SHENG,Jardín y terraza,"Piscinas, spa e inflables",Inflables y juegos para piscina,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883231579_1/w=800,h=800,fit=pad",26.97,89.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883231579/Juguete-Set-Balde-Playa-Sapo/883231579,70.0,False,no,Descripción adecuada
Sombrero de playa Mujer Basement,883211907,BASEMENT,Moda y accesorios,Mujer,Accesorios,1,3.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883211907_1/w=800,h=800,fit=pad",39.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883211905/Sombrero-de-playa-Mujer-Basement/883211907,33.40567612687813,True,no,Descripción adecuada
Toalla de Playa Infantil Spiderman 100% Algodón 70x140cm,20509314,SPIDERMAN,Jardín y terraza,"Piscinas, spa e inflables",Toallas de Playa,1,4.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20509314_1/w=800,h=800,fit=pad",34.95,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20509314/Toalla-de-Playa-Infantil-Spiderman-100-Algodon-70x140cm/20509314,50.0,True,no,Descripción adecuada
Sun Bum Lip Balm SPF 30 Banana,18727573,SUN BUM,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del rostro,1,4.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/18727573_1/w=800,h=800,fit=pad",9.9,19.9,falabella,https://www.falabella.com.pe/falabella-pe/product/18727573/Sun-Bum-Lip-Balm-SPF-30-Banana/18727573,50.25125628140703,True,no,Descripción adecuada
Bikini Mujer Denimlab,883174391,DENIMLAB,Moda y accesorios,Mujer,Moda Mujer,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883174391_1/w=800,h=800,fit=pad",59.89,119.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883174390/Bikini-Mujer-Denimlab/883174391,50.05004170141785,True,no,Descripción adecuada
Sombrero de playa Mujer Basement,883211859,BASEMENT,Moda y accesorios,Mujer,Accesorios,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883211859_1/w=800,h=800,fit=pad",39.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883211857/Sombrero-de-playa-Mujer-Basement/883211859,33.40567612687813,True,no,Descripción adecuada
Crema Despigmentante DSP Cream Fps 50+ 40 ml ,18728887,MARTIDERM,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del rostro,3,4.3333,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/18728887_1/w=800,h=800,fit=pad",195.0,195.0,falabella,https://www.falabella.com.pe/falabella-pe/product/18728887/Crema-Despigmentante-DSP-Cream-Fps-50+-40-ml-/18728887,0.0,True,no,Descripción adecuada
Lentes De Sol Basement,883216050,BASEMENT,Moda y accesorios,Mujer,Accesorios,2,3.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883216050_1/w=800,h=800,fit=pad",49.89,79.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883216049/Lentes-De-Sol-Basement/883216050,37.559449311639554,True,no,Descripción adecuada
Piscina Pro Oval 4.88x3.05m,882131751,BESTWAY,Jardín y terraza,"Piscinas, spa e inflables",Piscinas Estructurales,3,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/882131751_1/w=800,h=800,fit=pad",1399.5,2799.0,falabella,https://www.falabella.com.pe/falabella-pe/product/882131751/Piscina-Pro-Oval-4.88x3.05m/882131751,50.0,True,si,Piscina Ovalada Pro 4.88x3.05m
Lentes De Buceo Spiderman,883236086,BESTWAY,Jardín y terraza,"Piscinas, spa e inflables",Inflables y juegos para piscina,2,4.5,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883236086_1/w=800,h=800,fit=pad",9.9,14.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883236086/Lentes-De-Buceo-Spiderman/883236086,33.557046979865774,True,no,Descripción adecuada
Bowl Limones Basement Home,882108920,BASEMENT HOME,Decohogar,Menaje,Menaje Comedor,11,4.3636,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/882108920_1/w=800,h=800,fit=pad",11.9,24.9,falabella,https://www.falabella.com.pe/falabella-pe/product/882108920/Bowl-Limones-Basement-Home/882108920,52.20883534136546,True,no,Descripción adecuada
Pareo Basement,20659584,BASEMENT,Moda y accesorios,Mujer,Moda Mujer,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20659584_1/w=800,h=800,fit=pad",34.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20659582/Pareo-Basement/20659584,41.75292153589315,True,no,Descripción adecuada
Sandalias Mujer Doo Australia Atrenza3 Ne,883237184,DOO AUSTRALIA,Calzado y zapatillas,Zapatos,Zapatos Mujer,6,4.6667,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883237184_1/w=800,h=800,fit=pad",19.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/882642739/Sandalias-Mujer-Doo-Australia-Atrenza3-Ne/883237184,71.53075822603721,True,no,Descripción adecuada
Pareo Basement,20659594,BASEMENT,Moda y accesorios,Mujer,Moda Mujer,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20659594_1/w=800,h=800,fit=pad",34.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20659592/Pareo-Basement/20659594,41.75292153589315,True,no,Descripción adecuada
Bolso De Playa Algodón Mujer Womens Secret,20546640,WOMEN SECRET,Moda y accesorios,Mujer,Moda Mujer,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20546640_3/w=800,h=800,fit=pad",113.93,189.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20546639/Bolso-De-Playa-Algodon-Mujer-Womens-Secret/20546640,40.00526592943655,True,no,Descripción adecuada
Calzón De Bikini Mujer Basement,883174061,BASEMENT,Moda y accesorios,Mujer,Moda Mujer,10,4.6,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883174061_1/w=800,h=800,fit=pad",29.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883174053/Calzon-De-Bikini-Mujer-Basement/883174061,50.100166944908175,True,no,Descripción adecuada
Protector Solar Anthelios UVMune 400 Fluido con color FPS 50+ 50ml,18960888,LA ROCHE POSAY,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del rostro,109,4.6881,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/18960888_1/w=800,h=800,fit=pad",121.9,121.9,falabella,https://www.falabella.com.pe/falabella-pe/product/18960888/Protector-Solar-Anthelios-UVMune-400-Fluido-con-color-FPS-50+-50ml/18960888,0.0,True,no,Descripción adecuada
ISDIN Fotoprotector Fusion Water Color LIGHT SPF50 50ML - Bloqueador solar facial con color Oil Control,18962452,ISDIN,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del rostro,243,4.7901,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/18962452_1/w=800,h=800,fit=pad",104.9,124.9,falabella,https://www.falabella.com.pe/falabella-pe/product/18962452/ISDIN-Fotoprotector-Fusion-Water-Color-LIGHT-SPF50-50ML-Bloqueador-solar-facial-con-color-Oil-Control/18962452,16.01281024819856,True,no,Descripción adecuada
Sombrero de playa Mujer Sybilla,883212105,SYBILLA,Moda y accesorios,Mujer,Accesorios,1,3.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883212105_1/w=800,h=800,fit=pad",39.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883212104/Sombrero-de-playa-Mujer-Sybilla/883212105,33.40567612687813,True,no,Descripción adecuada
Bikini Mujer Denimlab,883174412,DENIMLAB,Moda y accesorios,Mujer,Moda Mujer,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883174412_1/w=800,h=800,fit=pad",69.9,119.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883174410/Bikini-Mujer-Denimlab/883174412,41.70141784820684,True,no,Descripción adecuada
ISDIN Fotoprotector Fusion Fluid MINERAL SPF50 50ML - Bloqueador solar facial para pieles muy sensibles,16202824,ISDIN,"Belleza, higiene y salud",Cuidado de la piel,Cuidado del rostro,52,4.2692,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/16202824_1/w=800,h=800,fit=pad",95.9,119.9,falabella,https://www.falabella.com.pe/falabella-pe/product/16202824/ISDIN-Fotoprotector-Fusion-Fluid-MINERAL-SPF50-50ML-Bloqueador-solar-facial-para-pieles-muy-sensibles/16202824,20.01668056713928,True,no,Descripción adecuada
Calzón De Bikini Mujer Womens Secret,20546963,WOMEN SECRET,Moda y accesorios,Mujer,Moda Mujer,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/20546963_1/w=800,h=800,fit=pad",59.89,99.9,falabella,https://www.falabella.com.pe/falabella-pe/product/20546959/Calzon-De-Bikini-Mujer-Womens-Secret/20546963,40.05005005005005,True,no,Descripción adecuada
Sombrero de playa Mujer Sybilla,883212152,SYBILLA,Moda y accesorios,Mujer,Accesorios,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883212152_1/w=800,h=800,fit=pad",39.89,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883212151/Sombrero-de-playa-Mujer-Sybilla/883212152,33.40567612687813,True,no,Descripción adecuada
Traje De Baño Niña Manga Larga Yamp,883294264,YAMP,Niños y Juguetería,Moda Infantil,Ropa de niñas,2,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883294264_1/w=800,h=800,fit=pad",39.9,39.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883294263/Traje-De-Bano-Nina-Manga-Larga-Yamp/883294264,0.0,True,no,Descripción adecuada
Ropa De Baño Mujer Sybilla,883173710,SYBILLA,Moda y accesorios,Mujer,Moda Mujer,1,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883173710_1/w=800,h=800,fit=pad",59.89,109.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883173705/Ropa-De-Bano-Mujer-Sybilla/883173710,45.50500454959054,True,no,Descripción adecuada
Sandalias Mujer Doo Australia Atrenza3 Bl,883237205,DOO AUSTRALIA,Calzado y zapatillas,Zapatos,Zapatos Mujer,3,3.6667,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883237205_1/w=800,h=800,fit=pad",24.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/882642816/Sandalias-Mujer-Doo-Australia-Atrenza3-Bl/883237205,64.37768240343348,True,no,Descripción adecuada
Sandalias Hombre La Martina Facu,883220363,LA MARTINA,Calzado y zapatillas,Zapatos,Zapatos Hombre,3,1.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883220363_2/w=800,h=800,fit=pad",44.9,79.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883220355/Sandalias-Hombre-La-Martina-Facu/883220363,43.804755944931166,True,no,Descripción adecuada
Sandalias Mujer Doo Australia Atrenza Rosado,883237127,DOO AUSTRALIA,Calzado y zapatillas,Zapatos,Zapatos Mujer,4,4.75,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883237127_1/w=800,h=800,fit=pad",19.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883237124/Sandalias-Mujer-Doo-Australia-Atrenza-Rosado/883237127,71.53075822603721,True,no,Descripción adecuada
Sandalias Mujer Doo Australia Flipmu,883237218,DOO AUSTRALIA,Calzado y zapatillas,Zapatos,Zapatos Mujer,4,5.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883237218_1/w=800,h=800,fit=pad",19.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883237213/Sandalias-Mujer-Doo-Australia-Flipmu/883237218,71.53075822603721,True,no,Descripción adecuada
Sandalias Mujer Doo Australia Flipmu Negro,883237154,DOO AUSTRALIA,Calzado y zapatillas,Zapatos,Zapatos Mujer,3,4.6667,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/883237154_1/w=800,h=800,fit=pad",24.9,69.9,falabella,https://www.falabella.com.pe/falabella-pe/product/883237152/Sandalias-Mujer-Doo-Australia-Flipmu-Negro/883237154,64.37768240343348,True,no,Descripción adecuada
Flotador Dragón Fruit 1.71 x 0.89m,17343882,BESTWAY,Deportes y aire libre,Náuticos,Natación,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/17343882_1/w=800,h=800,fit=pad",39.9,49.9,falabella,https://www.falabella.com.pe/falabella-pe/product/17343882/Flotador-Dragon-Fruit-1.71-x-0.89m/17343882,20.04008016032064,True,no,Descripción adecuada
Flotadores Surtidos De Animales,16595916,BESTWAY,Niños y Juguetería,Juguetería,Juegos de exterior,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/16595916_1/w=800,h=800,fit=pad",11.9,14.9,falabella,https://www.falabella.com.pe/falabella-pe/product/16595916/Flotadores-Surtidos-De-Animales/16595916,20.13422818791946,True,si,Flotador Inflable Surtido de Animales
Piscina Inflable Familia 3.05m Bestway,19472867,BESTWAY,Jardín y terraza,"Piscinas, spa e inflables",Piscinas Inflables,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/19472867_1/w=800,h=800,fit=pad",218.9,299.9,falabella,https://www.falabella.com.pe/falabella-pe/product/19472867/Piscina-Inflable-Familia-3.05m-Bestway/19472867,27.009003001000327,True,no,Descripción adecuada
Flotador Fashion Tucán 2.07 x 1.50m,17343959,BESTWAY,Deportes y aire libre,Náuticos,Natación,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/17343959_1/w=800,h=800,fit=pad",95.9,119.9,falabella,https://www.falabella.com.pe/falabella-pe/product/17343959/Flotador-Fashion-Tucan-2.07-x-1.50m/17343959,20.01668056713928,True,no,Descripción adecuada
Colchoneta Candy Lounge,16735856,BESTWAY,Deportes y aire libre,Ejercicio y Fitness,Fitness,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/16735856_1/w=800,h=800,fit=pad",39.9,49.9,falabella,https://www.falabella.com.pe/falabella-pe/product/16735856/Colchoneta-Candy-Lounge/16735856,20.04008016032064,False,si,Colchoneta Inflable Candy Lounge
Piscina Fast Set 3.05 x 0.76m,17343868,BESTWAY,Jardín y terraza,"Piscinas, spa e inflables",Piscinas Estructurales,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/17343868_1/w=800,h=800,fit=pad",207.9,259.9,falabella,https://www.falabella.com.pe/falabella-pe/product/17343868/Piscina-Fast-Set-3.05-x-0.76m/17343868,20.007695267410533,True,no,Descripción adecuada
Flotador Lima Tropical 1.71 x 0.89m,17343886,BESTWAY,Deportes y aire libre,Náuticos,Natación,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/17343886_1/w=800,h=800,fit=pad",39.9,49.9,falabella,https://www.falabella.com.pe/falabella-pe/product/17343886/Flotador-Lima-Tropical-1.71-x-0.89m/17343886,20.04008016032064,True,no,Descripción adecuada
Piscina Estructural Jacuzzi Lay-Z-Spa 1.80m Bahama,18959034,BESTWAY,Jardín y terraza,"Piscinas, spa e inflables",Piscinas Inflables,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/18959034_1/w=800,h=800,fit=pad",2299.9,2999.9,falabella,https://www.falabella.com.pe/falabella-pe/product/18959034/Piscina-Estructural-Jacuzzi-Lay-Z-Spa-1.80m-Bahama/18959034,23.3341111370379,False,no,Descripción adecuada
Flotador Fashion Isla 1.58m,17343958,BESTWAY,Deportes y aire libre,Náuticos,Natación,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/17343958_1/w=800,h=800,fit=pad",71.9,89.9,falabella,https://www.falabella.com.pe/falabella-pe/product/17343958/Flotador-Fashion-Isla-1.58m/17343958,20.022246941045605,True,no,Descripción adecuada
Piscina Inflable Familiar Rectangular,14730954,BESTWAY,Deportes y aire libre,Ejercicio y Fitness,Fitness,1,3.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/14730954_1/w=800,h=800,fit=pad",151.9,189.9,falabella,https://www.falabella.com.pe/falabella-pe/product/14730954/Piscina-Inflable-Familiar-Rectangular/14730954,20.01053185887309,False,no,Descripción adecuada
Flotador Verano Love 1.98 x 1.37m,17343910,BESTWAY,Deportes y aire libre,Náuticos,Natación,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/17343910_1/w=800,h=800,fit=pad",39.9,49.9,falabella,https://www.falabella.com.pe/falabella-pe/product/17343910/Flotador-Verano-Love-1.98-x-1.37m/17343910,20.04008016032064,True,no,Descripción adecuada
Colchoneta Inflable Frutas Bestway,17792302,BESTWAY,Deportes y aire libre,Náuticos,Natación,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/17792302_1/w=800,h=800,fit=pad",47.9,59.9,falabella,https://www.falabella.com.pe/falabella-pe/product/17792302/Colchoneta-Inflable-Frutas-Bestway/17792302,20.03338898163606,True,no,Descripción adecuada
Flotador Isla Preciosa 1.85 x 0.98M Bestway,17792311,BESTWAY,Deportes y aire libre,Náuticos,Natación,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/17792311_1/w=800,h=800,fit=pad",53.5,66.9,falabella,https://www.falabella.com.pe/falabella-pe/product/17792311/Flotador-Isla-Preciosa-1.85-x-0.98M-Bestway/17792311,20.02989536621824,True,no,Descripción adecuada
Piscina para niños Tres Anillos 1.70m,18562767,BESTWAY,Jardín y terraza,"Piscinas, spa e inflables",Piscinas Inflables,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/18562767_1/w=800,h=800,fit=pad",111.9,139.9,falabella,https://www.falabella.com.pe/falabella-pe/product/18562767/Piscina-para-ninos-Tres-Anillos-1.70m/18562767,20.014295925661184,True,no,Descripción adecuada
Piscina Inflable de Basketball,15140562,BESTWAY,Deportes y aire libre,Ejercicio y Fitness,Fitness,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/15140562_1/w=800,h=800,fit=pad",183.9,229.9,falabella,https://www.falabella.com.pe/falabella-pe/product/15140562/Piscina-Inflable-de-Basketball/15140562,20.008699434536755,True,no,Descripción adecuada
Flotador Inflable Unicornio ,16595891,BESTWAY,Niños y Juguetería,Juguetería,Juegos de exterior,10,4.9,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/16595891_1/w=800,h=800,fit=pad",63.9,79.9,falabella,https://www.falabella.com.pe/falabella-pe/product/16595891/Flotador-Inflable-Unicornio-/16595891,20.0250312891114,True,no,Descripción adecuada
Colchoneta Transparente Deluxe Bestway,19472875,BESTWAY,Deportes y aire libre,Náuticos,Natación,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/19472875_1/w=800,h=800,fit=pad",14.3,17.9,falabella,https://www.falabella.com.pe/falabella-pe/product/19472875/Colchoneta-Transparente-Deluxe-Bestway/19472875,20.11173184357541,True,no,Descripción adecuada
Flotador Para Montar Ballena Bestway,19263131,BESTWAY,Deportes y aire libre,Náuticos,Natación,7,4.8571,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/19263131_1/w=800,h=800,fit=pad",95.9,119.9,falabella,https://www.falabella.com.pe/falabella-pe/product/19263131/Flotador-Para-Montar-Ballena-Bestway/19263131,20.01668056713928,True,no,Descripción adecuada
Flotador Loro Peppy 2.03 x 1.32m,17343903,BESTWAY,Deportes y aire libre,Náuticos,Natación,0,0.0,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaPE/17343903_1/w=800,h=800,fit=pad",151.9,189.9,falabella,https://www.falabella.com.pe/falabella-pe/product/17343903/Flotador-Loro-Peppy-2.03-x-1.32m/17343903,20.01053185887309,True,no,Descripción adecuada
